bucket_range,min_ate_in_bin,max_ate_in_bin,min_length,best_sequence,count
"(-0.024236, -0.024235]",-0.024236040197233955,-0.024235199924263925,3,"(('zscore_clip_3', 'adequacy'), ('isolationForest', 'adequacy'), ('IQR', 'feduc6'))",3
"(-0.02423, -0.024228]",-0.024229322344219092,-0.024229322344219092,3,"(('zscore_clip_3', 'adequacy'), ('bin_equal_width_5', 'birmon'), ('isolationForest', 'adequacy'))",1
"(-0.024228, -0.024227]",-0.024227343597369815,-0.024227342474128517,2,"(('zscore_filter_3', 'cigar6'), ('IQR', 'gestat10'))",8
"(-0.024227, -0.024226]",-0.024226848896357955,-0.024226848896357955,3,"(('zscore_clip_3', 'adequacy'), ('norm_log', 'birattnd'), ('isolationForest', 'adequacy'))",1
"(-0.024226, -0.024225]",-0.024225443614286257,-0.024225443614286257,3,"(('zscore_clip_3', 'adequacy'), ('zscore_filter_3', 'mrace'), ('isolationForest', 'adequacy'))",1
"(-0.024225, -0.024223]",-0.024223552889873278,-0.024223552889873278,3,"(('norm_log', 'adequacy'), ('isolationForest', 'adequacy'), ('IQR', 'feduc6'))",1
"(-0.024223, -0.024222]",-0.024222680667274354,-0.024222110486557792,2,"(('bin_equal_frequency_2', 'meduc6'), ('isolationForest', 'adequacy'))",5
"(-0.024221, -0.02422]",-0.024220349029144366,-0.024220349029144366,3,"(('zscore_clip_3', 'adequacy'), ('norm_log', 'brstate_reg'), ('isolationForest', 'adequacy'))",1
"(-0.024218, -0.024217]",-0.02421795319938859,-0.02421795319938859,3,"(('zscore_clip_3', 'adequacy'), ('bin_equal_width_2', 'frace'), ('isolationForest', 'adequacy'))",1
"(-0.024217, -0.024216]",-0.024216535688856098,-0.024216535688856098,3,"(('zscore_clip_3', 'adequacy'), ('norm_log', 'stoccfipb_reg'), ('isolationForest', 'adequacy'))",1
"(-0.024216, -0.024214]",-0.024215329313294856,-0.024214987220533484,3,"(('zscore_clip_3', 'adequacy'), ('winsorize', 'ormoth'), ('isolationForest', 'adequacy'))",2
"(-0.024214, -0.024213]",-0.024213507410252744,-0.024213507410252744,3,"(('bin_equal_width_2', 'adequacy'), ('bin_equal_frequency_2', 'gestat10'), ('isolationForest', 'adequacy'))",1
"(-0.024213, -0.024212]",-0.024212457133357505,-0.024212241843598655,3,"(('norm_log', 'adequacy'), ('winsorize', 'mager8'), ('isolationForest', 'adequacy'))",2
"(-0.024212, -0.024211]",-0.024211377885998406,-0.024211377885998406,3,"(('norm_log', 'adequacy'), ('winsorize', 'orfath'), ('isolationForest', 'adequacy'))",1
"(-0.024211, -0.024209]",-0.024210228239459695,-0.02420998737691384,3,"(('norm_log', 'adequacy'), ('bin_equal_frequency_10', 'stoccfipb'), ('isolationForest', 'adequacy'))",2
"(-0.024209, -0.024208]",-0.024209247038531348,-0.024209247038531348,3,"(('zscore_clip_3', 'adequacy'), ('winsorize', 'gestat10'), ('isolationForest', 'adequacy'))",1
"(-0.024208, -0.024207]",-0.024207842601380297,-0.024207842601380297,3,"(('bin_equal_width_2', 'adequacy'), ('bin_equal_width_5', 'crace'), ('isolationForest', 'adequacy'))",1
"(-0.024207, -0.024205]",-0.02420611815405223,-0.02420611815405223,3,"(('isolationForest', 'adequacy'), ('zscore_filter_3', 'cigar6'), ('zscore_filter_3', 'gestat10'))",1
"(-0.024202, -0.0242]",-0.024201004741719538,-0.024201004741719538,3,"(('zscore_filter_3', 'adequacy'), ('bin_equal_width_2', 'mplbir'), ('isolationForest', 'adequacy'))",1
"(-0.024199, -0.024198]",-0.024198933905438355,-0.024198933905438355,3,"(('zscore_filter_3', 'adequacy'), ('bin_equal_frequency_2', 'dfageq'), ('isolationForest', 'adequacy'))",1
"(-0.024197, -0.024195]",-0.024195694007363266,-0.024195694007363266,3,"(('isolationForest', 'adequacy'), ('zscore_filter_3', 'drink5'), ('zscore_filter_3', 'gestat10'))",1
"(-0.024195, -0.024194]",-0.024194758699591735,-0.024194758699591735,3,"(('norm_log', 'adequacy'), ('zscore_clip_3', 'dlivord_min'), ('isolationForest', 'adequacy'))",1
"(-0.024194, -0.024193]",-0.02419381981355979,-0.02419381981355979,3,"(('zscore_clip_3', 'adequacy'), ('bin_equal_frequency_2', 'mplbir'), ('isolationForest', 'adequacy'))",1
"(-0.024193, -0.024191]",-0.02419221027777627,-0.024191632847284778,3,"(('bin_equal_width_2', 'adequacy'), ('isolationForest', 'adequacy'), ('IQR', 'gestat10'))",2
"(-0.02419, -0.024189]",-0.02419006054629817,-0.024189629366341364,2,"(('norm_log', 'dlivord_min'), ('isolationForest', 'adequacy'))",9
"(-0.024182, -0.024181]",-0.024181477414776397,-0.02418147551765687,2,"(('bin_equal_width_10', 'dlivord_min'), ('zscore_filter_3', 'dlivord_min'))",16
"(-0.02418, -0.024179]",-0.024179228340910526,-0.02417922776169821,2,"(('norm_log', 'dtotord_min'), ('isolationForest', 'adequacy'))",4
"(-0.024177, -0.024176]",-0.024176898156129563,-0.02417657228966826,2,"(('IQR', 'gestat10'), ('zscore_filter_3', 'mpre5'))",8
"(-0.024173, -0.024172]",-0.02417338685431499,-0.02417330588313125,2,"(('zscore_filter_3', 'drink5'), ('zscore_filter_3', 'mpre5'))",6
"(-0.024167, -0.024166]",-0.02416587505499836,-0.024165874397317225,2,"(('zscore_filter_3', 'frace'), ('isolationForest', 'adequacy'))",4
